"","Orthogroup.ID","AHRD.Descriptions","TAIR.Gene.s..Descriptions","Pfam.Domains","GO.Molecular.Functions","GO.Biological.Processes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pn10.92",3101,"EKC/KEOPS complex subunit bud32 [0.690] | Pentatricopeptide repeat (PPR) superfamily protein [0.310]","Pentatricopeptide repeat (PPR) superfamily protein | Protein kinase superfamily protein","Pkinase (PF00069) [0.667] | PPR (PF01535) [0.357] | PPR_2 (PF13041) [0.262] | PPR_3 (PF13812) [0.095] | RIO1 (PF01163) [0.024]","ATP binding (GO:0005524) [0.690] | protein kinase activity (GO:0004672) [0.667] | catalytic activity (GO:0003824) [0.024]","protein phosphorylation (GO:0006468) [0.667]",37.7921049871948,-1.50932072466678,0.41178173675202,23.1212407883069,3.8100024745352e-05,7.89407807540475e-05
"Pn10.939",4080,"IQ-domain 11 [0.611] | IQ-domain 12 [0.333] | IQ-domain 2 [0.028]","IQ-domain 12 | IQ-domain 11","DUF4005 (PF13178) [0.972] | IQ (PF00612) [0.917] | RVT_3 (PF13456) [0.028]","protein binding (GO:0005515) [0.917]","NULL / Representative annotation below 0.1%",525.766687001753,-1.57572105338253,0.313950247840747,44.6767324780517,1.08384014677049e-09,3.51741817811472e-09
"Pn10.944",223,"Carbonic anhydrase [0.795] | Thioredoxin family protein [0.151] | alpha carbonic anhydrase 7 [0.021] | alpha carbonic anhydrase 2 [0.021] | alpha carbonic anhydrase 1 [0.007]","alpha carbonic anhydrase 1 | alpha carbonic anhydrase 4 | alpha carbonic anhydrase 7 | alpha carbonic anhydrase 6 | Thioredoxin family protein | alpha carbonic anhydrase 2","Carb_anhydrase (PF00194) [0.836] | GST_N_3 (PF13417) [0.144]","protein binding (GO:0005515) [0.144]","NULL / Representative annotation below 0.1%",15.683268581388,-4.60167855608077,0.939117076599675,50.0666377076208,7.73232786509396e-11,2.77480601938723e-10
"Pn11.1080",4528,"phytochrome interacting factor 3 [0.794] | basic helix-loop-helix (bHLH) DNA-binding superfamily protein [0.059] | phytochrome interacting factor 3-like 1 [0.029] | Transcription factor ALC [0.029]","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","HLH (PF00010) [0.824]","protein dimerization activity (GO:0046983) [0.824]","NULL / Representative annotation below 0.1%",160.554776753487,-2.07728338172592,0.226299564817687,274.294899847302,3.63281232524186e-59,1.8960583122115e-57
"Pn11.1167",5529,"structural maintenance of chromosomes 6A [1.000]","P-loop containing nucleoside triphosphate hydrolases superfamily protein | structural maintenance of chromosomes 6A","SMC_N (PF02463) [0.533] | AAA_23 (PF13476) [0.167]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",449.329138972576,-1.48946254146344,0.204525127126534,117.915958112014,2.168895979863e-25,2.23958297300979e-24
"Pn11.1191",3344,"U-box domain-containing protein kinase family protein [1.000]","U-box domain-containing protein kinase family protein","U-box (PF04564) [0.975] | Pkinase (PF00069) [0.900] | Usp (PF00582) [0.550] | Pkinase_Tyr (PF07714) [0.100]","protein kinase activity (GO:0004672) [1.000] | ubiquitin-protein ligase activity (GO:0004842) [0.975] | ATP binding (GO:0005524) [0.900]","protein phosphorylation (GO:0006468) [1.000] | protein ubiquitination (GO:0016567) [0.975] | response to stress (GO:0006950) [0.550]",13.8186073881548,-1.88128279613417,0.743141697705315,16.2502398847727,0.00100758640692627,0.00176510055477039
"Pn11.1203",6397,"Ubiquitin carboxyl-terminal hydrolase isozyme L3 [1.000]","ubiquitin C-terminal hydrolase 3","Peptidase_C12 (PF01088) [1.000]","ubiquitin-specific protease activity (GO:0004843) [1.000]","ubiquitin-dependent protein catabolic process (GO:0006511) [1.000]",5.11054686498952,-2.96250135614244,1.01560779564392,25.8159682241074,1.04221426882065e-05,2.29759015847909e-05
"Pn11.1211",637,"3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial [0.696] | 3-hydroxyisobutyryl-CoA hydrolase-like protein 1, mitochondrial [0.283] | ATP-dependent caseinolytic (Clp) protease/crotonase family protein [0.011] | 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial [0.011]","ATP-dependent caseinolytic (Clp) protease/crotonase family protein | beta-hydroxyisobutyryl-CoA hydrolase 1","ECH_C (PF13766) [0.967] | ECH (PF00378) [0.826] | RRM_1 (PF00076) [0.011]","catalytic activity (GO:0003824) [0.826] | nucleic acid binding (GO:0003676) [0.011]","metabolic process (GO:0008152) [0.826]",155.927570381231,-4.34618265071278,0.516461717937475,81.6980224815228,1.32668305818855e-17,8.00851613952808e-17
"Pn11.1241",8456,"Unkown protein / Representative AHRD below 0.1%","Unkown protein(s) / No TAIR description(s)","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",221.300154847893,-3.37669391508385,0.30084350841083,145.312747711202,2.70263944156681e-31,3.93500804129743e-30
"Pn11.1242",6422,"Heavy metal transport/detoxification superfamily protein [1.000]","Heavy metal transport/detoxification superfamily protein ","HMA (PF00403) [1.000]","metal ion binding (GO:0046872) [1.000]","metal ion transport (GO:0030001) [1.000]",984.908234475008,-3.69939199101393,0.407696649906778,113.539249172581,1.89912755972801e-24,1.84022720034812e-23
"Pn11.1254",1094,"LOB domain-containing protein 20 [0.380] | LOB domain-containing protein 31 [0.268] | LOB domain-containing protein 18 [0.155] | LOB domain-containing protein 19 [0.099] | LOB domain-containing protein 14 [0.056] | LOB domain-containing protein 16 [0.028] | LOB domain-containing protein 33 [0.014]","LOB domain-containing protein 31 | lateral organ boundaries-domain 16 | LOB domain-containing protein 19 | LOB domain-containing protein 20","DUF260 (PF03195) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",64.5092381260182,-3.24575077544887,0.576812003676385,42.0827228395252,3.85318500956541e-09,1.19029657772829e-08
"Pn11.1255",5241,"LOB domain-containing protein 18 [1.000]","Lateral organ boundaries (LOB) domain family protein | LOB domain-containing protein 18","DUF260 (PF03195) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",37.929098600216,-4.59958801420203,0.834803177575045,38.9515853299424,1.77714232376256e-08,5.17064173485594e-08
"Pn11.1268",1049,"Heavy metal transport/detoxification superfamily protein [0.795] | Copper transport protein family [0.164]","Heavy metal transport/detoxification superfamily protein  | Copper transport protein family","HMA (PF00403) [0.904]","metal ion binding (GO:0046872) [0.904]","metal ion transport (GO:0030001) [0.904]",60.0535486487022,-3.81238382106956,0.450730547999201,100.002648577298,1.55212279282088e-21,1.23571057244755e-20
"Pn11.1272",1094,"LOB domain-containing protein 20 [0.380] | LOB domain-containing protein 31 [0.268] | LOB domain-containing protein 18 [0.155] | LOB domain-containing protein 19 [0.099] | LOB domain-containing protein 14 [0.056] | LOB domain-containing protein 16 [0.028] | LOB domain-containing protein 33 [0.014]","LOB domain-containing protein 31 | lateral organ boundaries-domain 16 | LOB domain-containing protein 19 | LOB domain-containing protein 20","DUF260 (PF03195) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",59.8638551802655,-3.90310863144479,0.608457577295214,48.2326589339853,1.90003393132917e-10,6.58013444465395e-10
"Pn11.1273",1094,"LOB domain-containing protein 20 [0.380] | LOB domain-containing protein 31 [0.268] | LOB domain-containing protein 18 [0.155] | LOB domain-containing protein 19 [0.099] | LOB domain-containing protein 14 [0.056] | LOB domain-containing protein 16 [0.028] | LOB domain-containing protein 33 [0.014]","LOB domain-containing protein 31 | lateral organ boundaries-domain 16 | LOB domain-containing protein 19 | LOB domain-containing protein 20","DUF260 (PF03195) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",101.07092048814,-3.40726573584538,0.475901285878783,74.0518076948741,5.78512142457275e-16,3.08562670885036e-15
"Pn11.1295",3528,"BURP domain-containing protein [1.000]","BURP domain-containing protein","BURP (PF03181) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",6016.67461224205,-4.0930910278421,0.506975598837602,177.198513502413,3.55166721238804e-38,7.71557256809938e-37
"Pn11.1297",2056,"Kelch domain-containing protein 4 [0.245] | Kelch repeat-containing protein 3 [0.151] | Galactose oxidase/kelch repeat superfamily protein [0.132]","Galactose oxidase/kelch repeat superfamily protein","Kelch_3 (PF13415) [0.453] | DUF4110 (PF13422) [0.415] | Kelch_4 (PF13418) [0.170] | Kelch_2 (PF07646) [0.094] | Kelch_5 (PF13854) [0.094] | Kelch_6 (PF13964) [0.019]","protein binding (GO:0005515) [0.094]","NULL / Representative annotation below 0.1%",121.835565027391,-2.92939112292375,0.364299206032992,87.6696184775632,6.93458562426576e-19,4.58265286773967e-18
"Pn11.1298",2056,"Kelch domain-containing protein 4 [0.245] | Kelch repeat-containing protein 3 [0.151] | Galactose oxidase/kelch repeat superfamily protein [0.132]","Galactose oxidase/kelch repeat superfamily protein","Kelch_3 (PF13415) [0.453] | DUF4110 (PF13422) [0.415] | Kelch_4 (PF13418) [0.170] | Kelch_2 (PF07646) [0.094] | Kelch_5 (PF13854) [0.094] | Kelch_6 (PF13964) [0.019]","protein binding (GO:0005515) [0.094]","NULL / Representative annotation below 0.1%",89.4721140498176,-3.72691701025698,0.34974402407888,190.527399651009,4.69549491943121e-41,1.16007861848001e-39
"Pn11.1332",61,"K-box region and MADS-box transcription factor family protein [0.220] | MADS-box transcription factor 1 [0.197] | MADS-box transcription factor 3 [0.152] | MADS-box transcription factor 6 [0.110] | MADS-box transcription factor 21 [0.065] | MADS-box transcription factor 29 [0.065] | MADS-box transcription factor 8 [0.045] | MADS-box transcription factor 13 [0.032] | MADS-box transcription factor 58 [0.032] | MADS-box transcription factor 17 [0.023] | MADS-box transcription factor 5 [0.023] | MADS-box transcription factor 7 [0.016] | MADS-box transcription factor 34 [0.010] | Agamous-like MADS-box protein AGL6 [0.006] | MADS-box transcription factor 27 [0.003]","K-box region and MADS-box transcription factor family protein  | AGAMOUS-like 8 | AGAMOUS-like 13 | AGAMOUS-like 6","K-box (PF01486) [0.990] | SRF-TF (PF00319) [0.955] | SHMT (PF00464) [0.003] | TIR (PF01582) [0.003]","sequence-specific DNA binding transcription factor activity (GO:0003700) [0.990] | DNA binding (GO:0003677) [0.955] | protein dimerization activity (GO:0046983) [0.955] | protein binding (GO:0005515) [0.003] | glycine hydroxymethyltransferase activity (GO:0004372) [0.003]","regulation of transcription, DNA-templated (GO:0006355) [0.990] | L-serine metabolic process (GO:0006563) [0.003] | signal transduction (GO:0007165) [0.003] | glycine metabolic process (GO:0006544) [0.003]",945.254767234256,-1.84209857823587,0.207686033751829,650.193166909092,1.322742765129e-140,4.87788500025849e-138
"Pn11.1340",2634,"Unkown protein / Representative AHRD below 0.1%","Protein of unknown function (DUF1336)","DUF1336 (PF07059) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",7.70156904178644,-4.36428851570317,1.16727570087788,47.8523730397647,2.28922233621723e-10,7.87341280532169e-10
"Pn11.1341",2634,"Unkown protein / Representative AHRD below 0.1%","Protein of unknown function (DUF1336)","DUF1336 (PF07059) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",2.69898216784328,-4.764216711097,1.48255987453735,19.6520964259632,0.000200383664558728,0.000382521260543837
"Pn11.1360",68,"Transposon Tf2-12 polyprotein [0.231] | Transposon Tf2-11 polyprotein [0.185] | Transposon Tf2-1 polyprotein [0.094] | Retrovirus-related Pol polyprotein from transposon 17.6 [0.028] | Transposon Tf2-7 polyprotein [0.024] | Retrovirus-related Pol polyprotein from transposon 297 [0.021] | Transposon Ty3-G Gag-Pol polyprotein [0.010] | RNA-directed DNA polymerase homolog [0.007] | DNA/RNA polymerases superfamily protein chrM:235916-236392 FORWARD [0.007] | Transposon Ty3-I Gag-Pol polyprotein [0.007] | Retrotransposon-derived protein PEG10 [0.003] | dicer-like 1 [0.003] | Protein kinase protein with tetratricopeptide repeat domain [0.003]","Unkown protein(s) / No TAIR description(s)","RVT_1 (PF00078) [0.224] | Retrotrans_gag (PF03732) [0.122] | Chromo (PF00385) [0.080] | rve (PF00665) [0.073] | Asp_protease_2 (PF13650) [0.052] | Asp_protease (PF09668) [0.045] | gag-asp_proteas (PF13975) [0.042] | RVT_3 (PF13456) [0.003] | zf-H2C2 (PF09337) [0.003] | RVP (PF00077) [0.003]","RNA binding (GO:0003723) [0.224] | RNA-directed DNA polymerase activity (GO:0003964) [0.224] | aspartic-type endopeptidase activity (GO:0004190) [0.045]","RNA-dependent DNA replication (GO:0006278) [0.224] | DNA integration (GO:0015074) [0.073] | proteolysis (GO:0006508) [0.045]",45.2680887092069,-2.54669207477311,0.462324664347949,44.1601094453952,1.39549913886268e-09,4.48357539508907e-09
"Pn11.1380",2184,"Glutamyl-tRNA reductase family protein [1.000]","Glutamyl-tRNA reductase family protein","GlutR_N (PF05201) [1.000] | Shikimate_DH (PF01488) [0.980] | GlutR_dimer (PF00745) [0.980]","glutamyl-tRNA reductase activity (GO:0008883) [1.000] | NADP binding (GO:0050661) [1.000]","tetrapyrrole biosynthetic process (GO:0033014) [1.000] | oxidation-reduction process (GO:0055114) [1.000]",101.458677593973,-1.14266615566809,0.204387540011474,94.0071643115582,3.01767474028664e-20,2.19755886315144e-19
"Pn11.1443",2184,"Glutamyl-tRNA reductase family protein [1.000]","Glutamyl-tRNA reductase family protein","GlutR_N (PF05201) [1.000] | Shikimate_DH (PF01488) [0.980] | GlutR_dimer (PF00745) [0.980]","glutamyl-tRNA reductase activity (GO:0008883) [1.000] | NADP binding (GO:0050661) [1.000]","tetrapyrrole biosynthetic process (GO:0033014) [1.000] | oxidation-reduction process (GO:0055114) [1.000]",269.271955154347,-1.65339354621759,0.318689317415354,51.4085071649538,4.00365124989163e-11,1.47329776911772e-10
"Pn11.1454",14739,"Pentatricopeptide repeat-containing protein [0.833] | Pentatricopeptide repeat (PPR) superfamily protein [0.167]","Unkown protein(s) / No TAIR description(s)","PPR (PF01535) [1.000] | PPR_2 (PF13041) [0.833] | PPR_1 (PF12854) [0.333]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",67.7611769683943,-2.05464646789086,0.292977695650007,111.53429940467,5.13005064875654e-24,4.83049348446122e-23
"Pn11.1462",219,"receptor lectin kinase [0.603] | lectin receptor kinase a4.3 [0.130] | lectin-receptor kinase [0.096] | Concanavalin A-like lectin protein kinase family protein [0.089] | lectin receptor kinase a4.1 [0.062] | Lectin-domain containing receptor kinase VI.3 [0.014] | Lectin-domain containing receptor kinase VI.4 [0.007]","Concanavalin A-like lectin protein kinase family protein","Pkinase (PF00069) [0.993] | Lectin_legB (PF00139) [0.945] | Pkinase_Tyr (PF07714) [0.034] | HSP20 (PF00011) [0.027] | Cu_bind_like (PF02298) [0.021] | DDRGK (PF09756) [0.007] | Myb_DNA-binding (PF00249) [0.007] | Dimer_Tnp_hAT (PF05699) [0.007]","protein kinase activity (GO:0004672) [1.000] | ATP binding (GO:0005524) [0.993] | carbohydrate binding (GO:0030246) [0.945] | copper ion binding (GO:0005507) [0.021] | electron carrier activity (GO:0009055) [0.021] | chromatin binding (GO:0003682) [0.007] | protein dimerization activity (GO:0046983) [0.007]","protein phosphorylation (GO:0006468) [1.000]",15.7803630889309,-2.10249816939442,0.667247389826485,31.8204737657156,5.70980926128979e-07,1.43494759616483e-06
"Pn11.1512",7905,"ACT domain repeat 1 [0.760] | ACT domain repeat 3 [0.240]","ACT domain repeat 1","ACT (PF01842) [1.000] | ACT_6 (PF13740) [0.080]","amino acid binding (GO:0016597) [1.000]","metabolic process (GO:0008152) [1.000]",25.5837702695146,-1.98547899767972,0.425673194909202,44.0474037009007,1.4745924363446e-09,4.72655412590079e-09
"Pn11.1513",11653,"Peptidyl-prolyl cis-trans isomerase FKBP5 [1.000]","Unkown protein(s) / No TAIR description(s)","FKBP_C (PF00254) [1.000] | TPR_11 (PF13414) [1.000] | TPR_1 (PF00515) [0.714] | TPR_2 (PF07719) [0.214]","protein binding (GO:0005515) [0.714]","protein folding (GO:0006457) [1.000]",165.21576353394,-4.61291081471832,0.375285083907429,255.717454497861,3.79462641946373e-55,1.71923708571675e-53
"Pn11.1514",11462,"CYCLIN D1;1 [0.867] | Cyclin D2;1 [0.133]","Unkown protein(s) / No TAIR description(s)","Cyclin_N (PF00134) [1.000] | Cyclin_C (PF02984) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",689.366811094986,-2.94210487774375,0.347077553742376,129.750471605752,6.12134562697175e-28,7.30696046053221e-27
"Pn11.152",1184,"NADPH--cytochrome P450 reductase [0.706] | NADPH--cytochrome P450 reductase 2 [0.235] | NADPH--cytochrome P450 reductase 1 [0.059]","P450 reductase 2 | P450 reductase 1","FAD_binding_1 (PF00667) [1.000] | Flavodoxin_1 (PF00258) [0.956] | NAD_binding_1 (PF00175) [0.956] | Transferase (PF02458) [0.015]","oxidoreductase activity (GO:0016491) [1.000] | FMN binding (GO:0010181) [0.956] | transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747) [0.015]","oxidation-reduction process (GO:0055114) [1.000]",10.2051861506177,-3.69813685909428,0.924830454839293,40.6866082579559,7.62056055498575e-09,2.291312032138e-08
