Unnamed: 0,Orthogroup.ID,AHRD.Descriptions,TAIR.Gene.s..Descriptions,Pfam.Domains,GO.Molecular.Functions,GO.Biological.Processes,Cluster
Pn12.294,1358,aluminum-activated malate transporter 1 ,Aluminium activated malate transporter family protein ,ALMT ,NULL / Representative annotation below 0.1%,malate transport (GO:0015743) [1.000],2
Pn12.355,7990,BRI1 kinase inhibitor 1 ,BRI1 kinase inhibitor 1,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn12.356,2654,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2
Pn12.384,825,Heat stress transcription factor B-4 ,heat shock transcription factor  B4 ,HSF_DNA-bind ,sequence-specific DNA binding ,"regulation of transcription, DNA-templated (GO:0006355) [1.000]",1
Pn12.403,2881,SAUR-like auxin-responsive protein family ,SAUR-like auxin-responsive protein family ,Auxin_inducible ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn12.431,882,"Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic ",3-deoxy-D-arabino-heptulosonate 7-phosphate synthase 1 ,DAHP_synth_2 ,3-deoxy-7-phosphoheptulonate synthase activity ,aromatic amino acid family biosynthetic process (GO:0009073) [1.000],3
Pn12.448,18350,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn12.505,8601,DNA mismatch repair protein MutS ,MUTS homolog 7,MutS_I ,ATP binding ,mismatch repair (GO:0006298) [0.958],3
Pn12.538,2583,"alpha 1,4-glycosyltransferase family protein ","alpha 1,4-glycosyltransferase family protein ",Gly_transf_sug ,galactosyltransferase activity ,NULL / Representative annotation below 0.1%,3
Pn12.557,1579,metacaspase 1 ,metacaspase 3 ,Peptidase_C14 ,cysteine-type endopeptidase activity ,proteolysis (GO:0006508) [1.000],4
Pn12.599,3455,"BAG family molecular chaperone regulator 5, mitochondrial ",BCL-2-associated athanogene 5,BAG ,chaperone binding ,NULL / Representative annotation below 0.1%,2
Pn12.617,6225,"Protoheme IX farnesyltransferase, mitochondrial ",cytochrome c oxidase 10,UbiA ,prenyltransferase activity ,NULL / Representative annotation below 0.1%,3
Pn12.66,8932,50S ribosomal protein L21 ,Ribosomal protein L21,Ribosomal_L21p ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn12.686,2522,Charged multivesicular body protein 4 ,SNF7 family protein,Snf7 ,NULL / Representative annotation below 0.1%,protein transport (GO:0015031) [1.000],5
Pn12.734,5018,F-box/LRR-repeat protein 2 ,RNI-like superfamily protein,LRR_6 ,protein binding ,NULL / Representative annotation below 0.1%,2
Pn12.76,7237,Phosphoribosylaminoimidazole-succinocarboxamide synthase ,purin 7,SAICAR_synt ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
Pn12.814,8441,WRKY DNA-binding protein 3 ,WRKY family transcription factor family protein,WRKY ,sequence-specific DNA binding ,"regulation of transcription, DNA-templated (GO:0006355) [1.000]",3
Pn12.844,3212,actin depolymerizing factor 6 ,actin depolymerizing factor 6,Cofilin_ADF ,actin binding ,NULL / Representative annotation below 0.1%,2
Pn12.863,984,Ubiquitin-associated/translation elongation factor EF1B protein ,Ubiquitin-associated/translation elongation factor EF1B protein ,Trp_Tyr_perm ,protein binding ,amino acid transmembrane transport (GO:0003333) [0.547],6
Pn12.879,946,Galactose oxidase/kelch repeat superfamily protein ,Galactose oxidase/kelch repeat superfamily protein,Kelch_1 ,protein binding ,NULL / Representative annotation below 0.1%,5
Pn12.886,3322,Ankyrin repeat family protein ,Ankyrin repeat family protein,Ank_2 ,protein binding ,NULL / Representative annotation below 0.1%,2
Pn12.901,2978,formin homology 1 ,formin homology 1,FH2 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
Pn12.910,1998,Ion channel DMI1 ,Unkown protein(s) / No TAIR description(s),DUF1012 ,NULL / Representative annotation below 0.1%,potassium ion transport (GO:0006813) [0.038],3
Pn12.937,312,MATE efflux family protein ,MATE efflux family protein,MatE ,drug transmembrane transporter activity ,drug transmembrane transport (GO:0006855) [0.992] | transmembrane transport (GO:0055085) [0.992] | cell wall macromolecule catabolic process (GO:0016998) [0.008],3
Pn12.939,8677,lipase 1 ,lipase 1,Abhydro_lipase ,NULL / Representative annotation below 0.1%,lipid metabolic process (GO:0006629) [0.958],3
Pn12.945,552,Transmembrane emp24 domain-containing protein 10 ,emp24/gp25L/p24 family/GOLD family protein,EMP24_GP25L ,NULL / Representative annotation below 0.1%,transport (GO:0006810) [1.000],5
Pn12.952,8043,Plant invertase/pectin methylesterase inhibitor superfamily ,Plant invertase/pectin methylesterase inhibitor superfamily,Pectinesterase ,pectinesterase activity ,cell wall modification (GO:0042545) [1.000],2
Pn12.957,8843,alpha/beta-Hydrolases superfamily protein ,alpha/beta-Hydrolases superfamily protein,Abhydrolase_6 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,6
Pn13.1001,2470,Inosine-5'-monophosphate dehydrogenase ,Cystathionine beta-synthase (CBS) family protein,CBS ,adenyl nucleotide binding ,NULL / Representative annotation below 0.1%,2
Pn13.1003,5726,Methylthioribose kinase ,S-methyl-5-thioribose kinase,APH ,NULL / Representative annotation below 0.1%,cellular metabolic process (GO:0044237) [0.033],2
Pn13.1074,2469,Brassinosteroid signalling positive regulator (BZR1) family protein ,Brassinosteroid signalling positive regulator (BZR1) family protein ,DUF822 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2
Pn13.1087,5872,CMP-sialic acid transporter 4 ,Nucleotide-sugar transporter family protein,Nuc_sug_transp ,sugar:hydrogen symporter activity ,carbohydrate transport (GO:0008643) [1.000],6
Pn13.1089,672,Protein kinase superfamily protein ,Protein kinase superfamily protein ,LysM ,protein kinase activity ,protein phosphorylation (GO:0006468) [1.000] | cell wall macromolecule catabolic process (GO:0016998) [0.708],2
Pn13.1096,6597,NAD(P)-binding Rossmann-fold superfamily protein ,NAD(P)-binding Rossmann-fold superfamily protein,NAD_binding_10 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,6
Pn13.1107,3385,Eukaryotic translation initiation factor 1A ,"Nucleic acid-binding, OB-fold-like protein",eIF-1a ,RNA binding ,translational initiation (GO:0006413) [1.000],2
Pn13.1119,9921,Protein kinase superfamily protein ,Protein kinase superfamily protein,Pkinase_Tyr ,protein kinase activity ,protein phosphorylation (GO:0006468) [1.000],1
Pn13.1169,3494,RING/U-box superfamily protein ,RING/U-box superfamily protein,zf-C3HC4_2 ,protein binding ,NULL / Representative annotation below 0.1%,2
Pn13.1193,5943,basic helix-loop-helix (bHLH) DNA-binding superfamily protein ,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,HLH ,protein dimerization activity ,NULL / Representative annotation below 0.1%,3
Pn13.1198,32,Subtilase family protein ,Subtilase family protein ,Peptidase_S8 ,serine-type endopeptidase activity ,"proteolysis (GO:0006508) [0.994] | negative regulation of catalytic activity (GO:0043086) [0.888] | translation (GO:0006412) [0.002] | transport (GO:0006810) [0.002] | transcription, DNA-templated (GO:0006351) [0.002]",4
Pn13.1199,32,Subtilase family protein ,Subtilase family protein ,Peptidase_S8 ,serine-type endopeptidase activity ,"proteolysis (GO:0006508) [0.994] | negative regulation of catalytic activity (GO:0043086) [0.888] | translation (GO:0006412) [0.002] | transport (GO:0006810) [0.002] | transcription, DNA-templated (GO:0006351) [0.002]",4
Pn13.12,10919,Natterin-4 ,Unkown protein(s) / No TAIR description(s),Aerolysin ,"protein binding, bridging ",pathogenesis (GO:0009405) [0.611],5
Pn13.1202,32,Subtilase family protein ,Subtilase family protein ,Peptidase_S8 ,serine-type endopeptidase activity ,"proteolysis (GO:0006508) [0.994] | negative regulation of catalytic activity (GO:0043086) [0.888] | translation (GO:0006412) [0.002] | transport (GO:0006810) [0.002] | transcription, DNA-templated (GO:0006351) [0.002]",4
Pn13.1209,32,Subtilase family protein ,Subtilase family protein ,Peptidase_S8 ,serine-type endopeptidase activity ,"proteolysis (GO:0006508) [0.994] | negative regulation of catalytic activity (GO:0043086) [0.888] | translation (GO:0006412) [0.002] | transport (GO:0006810) [0.002] | transcription, DNA-templated (GO:0006351) [0.002]",4
Pn13.1211,32,Subtilase family protein ,Subtilase family protein ,Peptidase_S8 ,serine-type endopeptidase activity ,"proteolysis (GO:0006508) [0.994] | negative regulation of catalytic activity (GO:0043086) [0.888] | translation (GO:0006412) [0.002] | transport (GO:0006810) [0.002] | transcription, DNA-templated (GO:0006351) [0.002]",4
Pn13.1213,32,Subtilase family protein ,Subtilase family protein ,Peptidase_S8 ,serine-type endopeptidase activity ,"proteolysis (GO:0006508) [0.994] | negative regulation of catalytic activity (GO:0043086) [0.888] | translation (GO:0006412) [0.002] | transport (GO:0006810) [0.002] | transcription, DNA-templated (GO:0006351) [0.002]",4
Pn13.13,10919,Natterin-4 ,Unkown protein(s) / No TAIR description(s),Aerolysin ,"protein binding, bridging ",pathogenesis (GO:0009405) [0.611],5
Pn13.1343,9833,NAD(P)-linked oxidoreductase superfamily protein ,NAD(P)-linked oxidoreductase superfamily protein,Aldo_ket_red ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,6
Pn13.1352,388,Ankyrin repeat family protein ,Ankyrin repeat family protein,PGG ,protein binding ,NULL / Representative annotation below 0.1%,4
Pn13.1354,11037,HSP20-like chaperones superfamily protein ,Unkown protein(s) / No TAIR description(s),HSP20 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn13.1364,44,cysteine-rich RLK (RECEPTOR-like protein kinase) 10 ,cysteine-rich RLK (RECEPTOR-like protein kinase) 21 ,Stress-antifung ,protein kinase activity ,protein phosphorylation (GO:0006468) [0.995] | proton transport (GO:0015992) [0.003],2
Pn13.1368,44,cysteine-rich RLK (RECEPTOR-like protein kinase) 10 ,cysteine-rich RLK (RECEPTOR-like protein kinase) 21 ,Stress-antifung ,protein kinase activity ,protein phosphorylation (GO:0006468) [0.995] | proton transport (GO:0015992) [0.003],2
Pn13.1373,2427,Wound-induced protein ,pathogenesis-related 4,Barwin ,chitin binding ,defense response to bacterium (GO:0042742) [1.000] | defense response to fungus (GO:0050832) [1.000],5
Pn13.1375,1204,Auxin-responsive protein IAA4 ,AUX/IAA transcriptional regulator family protein,AUX_IAA ,NULL / Representative annotation below 0.1%,"regulation of transcription, DNA-templated (GO:0006355) [1.000]",4
Pn13.1383,1000,Branched-chain-amino-acid aminotransferase 6 ,branched-chain aminotransferase 3 ,Aminotran_4 ,catalytic activity ,metabolic process (GO:0008152) [1.000],2
Pn13.1387,3943,Guanylate-binding family protein ,Guanylate-binding family protein,GBP ,GTPase activity ,NULL / Representative annotation below 0.1%,3
Pn13.1413,945,zinc-finger protein 2 ,salt tolerance zinc finger ,zf-C2H2_6 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2
Pn13.1420,1867,cysteine proteinase1 ,Granulin repeat cysteine protease family protein,Inhibitor_I29 ,cysteine-type peptidase activity ,proteolysis (GO:0006508) [1.000],2
Pn13.1447,9103,"DNA primase, large subunit family ","DNA primase, large subunit family",DNA_primase_lrg ,DNA primase activity ,"DNA replication, synthesis of RNA primer (GO:0006269) [1.000]",3
Pn13.1448,901,40S ribosomal protein S3a ,Ribosomal protein S3Ae ,Ribosomal_S3Ae ,structural constituent of ribosome ,translation (GO:0006412) [0.782],1
Pn13.1469,62,hAT transposon superfamily ,hAT transposon superfamily protein ,DUF659 ,DNA binding ,NULL / Representative annotation below 0.1%,3
Pn13.1473,2669,"Protein TIC 22, chloroplastic ",Tic22-like family protein,Tic22 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn13.1482,323,Cellulose-synthase-like C5 ,Cellulose-synthase-like C5 ,Glyco_tranf_2_3 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
Pn13.1487,1889,Aurora kinase A ,ataurora1 ,Pkinase ,ATP binding ,protein phosphorylation (GO:0006468) [1.000],3
Pn13.1488,4040,Putative endonuclease or glycosyl hydrolase ,Putative endonuclease or glycosyl hydrolase,NYN ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn13.1493,6267,Transmembrane protein 230 ,Eukaryotic protein of unknown function (DUF872),DUF872 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn13.1504,1693,Homeobox protein knotted-1-like 2 ,KNOTTED-like from Arabidopsis thaliana ,Homeobox_KN ,DNA binding ,"regulation of transcription, DNA-templated (GO:0006355) [0.966]",5
Pn13.1531,776,basic helix-loop-helix (bHLH) DNA-binding superfamily protein ,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,HLH ,protein dimerization activity ,NULL / Representative annotation below 0.1%,3
Pn13.1616,66,myosin 1 ,Myosin family protein with Dil domain ,Myosin_head ,ATP binding ,"ubiquitin-dependent protein catabolic process (GO:0006511) [0.003] | regulation of transcription, DNA-templated (GO:0006355) [0.003] | RNA-dependent DNA replication (GO:0006278) [0.003]",3
Pn13.1626,353,Cytochrome P450 superfamily protein ,"cytochrome P450, family 87, subfamily A, polypeptide 6 ",p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [0.723] | metabolic process (GO:0008152) [0.008],5
Pn13.1633,353,Cytochrome P450 superfamily protein ,"cytochrome P450, family 87, subfamily A, polypeptide 6 ",p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [0.723] | metabolic process (GO:0008152) [0.008],5
Pn13.1661,1049,Heavy metal transport/detoxification superfamily protein ,Heavy metal transport/detoxification superfamily protein  ,HMA ,metal ion binding ,metal ion transport (GO:0030001) [0.904],5
Pn13.1670,1731,serine hydroxymethyltransferase 2 ,serine hydroxymethyltransferase 2 ,SHMT ,glycine hydroxymethyltransferase activity ,L-serine metabolic process (GO:0006563) [1.000] | glycine metabolic process (GO:0006544) [1.000],3
Pn13.1677,1969,MADS-box transcription factor 27 ,AGAMOUS-like 44 ,K-box ,sequence-specific DNA binding transcription factor activity ,"regulation of transcription, DNA-templated (GO:0006355) [0.963]",3
Pn13.1692,776,basic helix-loop-helix (bHLH) DNA-binding superfamily protein ,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,HLH ,protein dimerization activity ,NULL / Representative annotation below 0.1%,3
Pn13.1699,3058,amino acid permease 6 ,amino acid permease 8 ,Aa_trans ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn13.1716,1693,Homeobox protein knotted-1-like 2 ,KNOTTED-like from Arabidopsis thaliana ,Homeobox_KN ,DNA binding ,"regulation of transcription, DNA-templated (GO:0006355) [0.966]",5
Pn13.1721,8765,Cell division cycle protein 123 homolog ,temperature sensing protein-related,D123 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2
Pn13.1732,1889,Aurora kinase A ,ataurora1 ,Pkinase ,ATP binding ,protein phosphorylation (GO:0006468) [1.000],3
Pn13.1799,11503,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,6
Pn13.1800,2502,ABC-2 type transporter family protein ,ABC-2 type transporter family protein,ABC2_membrane ,ATP binding ,NULL / Representative annotation below 0.1%,6
Pn13.1809,4238,Calcium-binding EF-hand family protein ,Calcium-binding EF-hand family protein,EF-hand_6 ,calcium ion binding ,NULL / Representative annotation below 0.1%,2
