Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
H9NA54	unreviewed	H9NA54_9ASPA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys garganica	294
H9NA55	unreviewed	H9NA55_9ASPA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys garganica	398
H9NA56	unreviewed	H9NA56_9ASPA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys garganica	304
H9NA57	unreviewed	H9NA57_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	398
H9NA58	unreviewed	H9NA58_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	398
H9NA60	unreviewed	H9NA60_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	398
H9NA61	unreviewed	H9NA61_OPHAA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys arachnitiformis subsp. archipelagi (Orchid) (Ophrys exaltata subsp. archipelagi)	398
H9NA62	unreviewed	H9NA62_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	337
H9NA63	unreviewed	H9NA63_OPHAA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys arachnitiformis subsp. archipelagi (Orchid) (Ophrys exaltata subsp. archipelagi)	398
H9NA64	unreviewed	H9NA64_OPHAA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys arachnitiformis subsp. archipelagi (Orchid) (Ophrys exaltata subsp. archipelagi)	398
H9NA66	unreviewed	H9NA66_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	335
H9NA67	unreviewed	H9NA67_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	398
H9NA68	unreviewed	H9NA68_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	398
H9NA69	unreviewed	H9NA69_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	398
H9NA70	unreviewed	H9NA70_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	400
H9NA71	unreviewed	H9NA71_OPHAA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys arachnitiformis subsp. archipelagi (Orchid) (Ophrys exaltata subsp. archipelagi)	400
H9NA72	unreviewed	H9NA72_OPHAA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys arachnitiformis subsp. archipelagi (Orchid) (Ophrys exaltata subsp. archipelagi)	366
I1IWZ6	unreviewed	I1IWZ6_BRADI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	100830577 BRADI_5g07410v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	392
I1RE80	reviewed	ERG5A_GIBZE	C-22 sterol desaturase ERG5A (EC 1.14.19.41) (Ergosterol biosynthetic protein 5A)	ERG5A FG01959 FGRAMPH1_01T04729	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	536
I3K5F1	unreviewed	I3K5F1_ORENI	cholesterol 7-desaturase (EC 1.14.19.21)	LOC100702604	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	452
I3QBP4	reviewed	C7A21_PAPSO	(S)-canadine synthase CYP719A21 (EC 1.14.19.68) (Cytochrome P450 719A21)	CYP719A21	Papaver somniferum (Opium poppy)	488
J3LX55	unreviewed	J3LX55_ORYBR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	102708427	Oryza brachyantha (malo sina)	392
J9PYJ7	unreviewed	J9PYJ7_9MUSC	cholesterol 7-desaturase (EC 1.14.19.21)	nvd Nvd	Drosophila pachea	435
J9PYR4	unreviewed	J9PYR4_9MUSC	cholesterol 7-desaturase (EC 1.14.19.21)	nvd Nvd	Drosophila pachea	435
K0E5T2	unreviewed	K0E5T2_MANES	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	SACPD MANES_11G128500	Manihot esculenta (Cassava) (Jatropha manihot)	398
K3Z0J7	unreviewed	K3Z0J7_SETIT	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	SETIT_1G167200v2	Setaria italica (Foxtail millet) (Panicum italicum)	408
L7T720	reviewed	C719A_PODPE	Pluviatolide synthase (EC 1.14.19.72) (Cytochrome P450 family 719 subfamily A polypeptide 23)	CYP719A24	Podophyllum peltatum (American mandrake)	489
M1EWY2	unreviewed	M1EWY2_OPHAA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys arachnitiformis subsp. archipelagi (Orchid) (Ophrys exaltata subsp. archipelagi)	398
M1F0C9	unreviewed	M1F0C9_9ASPA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys garganica	398
M1F1Q4	unreviewed	M1F1Q4_OPHSP	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad3	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	398
M2XHZ0	reviewed	VERB_DOTSN	Versicolorin B desaturase (EC 1.14.19.n5) (Cytochrome P450 monooxygenase verB) (Dothistromin biosynthesis protein verB)	verB DOTSEDRAFT_75692	Dothistroma septosporum (strain NZE10 / CBS 128990) (Red band needle blight fungus) (Mycosphaerella pini)	520
M3XEI0	unreviewed	M3XEI0_FELCA	stearoyl-CoA 9-desaturase (EC 1.14.19.1)	SCD	Felis catus (Cat) (Felis silvestris catus)	405
M4C7Z3	unreviewed	M4C7Z3_BRACM	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)		Brassica campestris (Field mustard)	398
M4CKP3	unreviewed	M4CKP3_BRACM	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)		Brassica campestris (Field mustard)	401
M4CWN4	unreviewed	M4CWN4_BRACM	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)		Brassica campestris (Field mustard)	397
M4HLS4	unreviewed	M4HLS4_CAMSA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	SAD3	Camelina sativa (False flax) (Myagrum sativum)	401
M4HMF0	unreviewed	M4HMF0_CAMSA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	SAD1	Camelina sativa (False flax) (Myagrum sativum)	401
M4HMW5	unreviewed	M4HMW5_CAMSA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	SAD2	Camelina sativa (False flax) (Myagrum sativum)	401
M5C040	unreviewed	M5C040_THACB	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1 BN14_07372	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	411
M5XJM9	unreviewed	M5XJM9_PRUPE	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	PRUPE_1G203700	Prunus persica (Peach) (Amygdalus persica)	392
O04353	reviewed	DES6_BOROF	Acyl-lipid (9-3)-desaturase (BoDes6) (EC 1.14.19.47)		Borago officinalis (Bourrache) (Borage)	448
O13378	unreviewed	O13378_AMYRO	Acyl-CoA desaturase (EC 1.14.19.1)	Ole1	Amylomyces rouxii (Filamentous fungus) (Mucor rouxii)	452
O24428	reviewed	STAD_ELAGV	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Elaeis guineensis var. tenera (Oil palm)	393
O34653	reviewed	DES_BACSU	Fatty acid desaturase (EC 1.14.19.-) (Delta(5) acyl-lipid desaturase) (Delta(5) desaturase)	des desA yocE BSU19180	Bacillus subtilis (strain 168)	352
O44390	reviewed	ACO11_TRINI	Acyl-CoA Delta(11) desaturase (EC 1.14.19.5) (Acyl-CoA Delta-11 desaturase) (Delta(11)-desaturase)	D11DS PGD11DS	Trichoplusia ni (Cabbage looper)	349
O62849	reviewed	ACOD_SHEEP	Acyl-CoA desaturase (EC 1.14.19.1) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase) (Stearoyl-CoA desaturase)	SCD	Ovis aries (Sheep)	359
O81006	reviewed	FD4L2_ARATH	Fatty acid desaturase 4-like 2, chloroplastic (FAD4-L2) (EC 1.14.19.-)	FAD4L2 At2g22890 T20K9.10	Arabidopsis thaliana (Mouse-ear cress)	279
O81931	reviewed	FAD12_CREAL	Delta(12) fatty acid dehydrogenase (EC 1.14.19.39) (Crepenynate synthase) (Delta-12 fatty acid acetylenase)		Crepis alpina (Hawksbeard)	375
P0DOW2	reviewed	AL10_ANELE	Acyl-CoA C20 Delta5-desaturase (EC 1.14.19.37) (Acyl-CoA 5-desaturase (non-methylene-interrupted)) (Acyl-CoA 5-desaturase AL10)	AL10	Anemone leveillei (Windflower)	312
P0DOW3	reviewed	AL21_ANELE	Acyl-CoA 5-desaturase AL21 (EC 1.14.19.37) (Acyl-CoA 5-desaturase (non-methylene-interrupted))	AL21	Anemone leveillei (Windflower)	321
P0DOX0	reviewed	C27C1_LITCT	Cytochrome P450 27C1 (EC 1.14.19.53) (All-trans retinol 3,4-desaturase)	cyp27c1	Lithobates catesbeianus (American bullfrog) (Rana catesbeiana)	537
P20388	reviewed	DESA_SYNY3	Delta(12)-fatty-acid desaturase (EC 1.14.19.6)	desA slr1350	Synechocystis sp. (strain PCC 6803 / Kazusa)	351
P29108	reviewed	STAD_BRANA	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Brassica napus (Rape)	398
P32061	reviewed	STAD_CUCSA	Acyl-[acyl-carrier-protein] desaturase, chloroplastic (EC 1.14.19.-)		Cucumis sativus (Cucumber)	396
P32062	reviewed	STAD_LINUS	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Linum usitatissimum (Flax) (Linum humile)	396
P32063	reviewed	STAD_CORSA	Palmitoyl-[acyl-carrier-protein] 4-desaturase, chloroplastic (EC 1.14.19.11) (Acyl-[acyl-carrier-protein] desaturase)		Coriandrum sativum (Coriander) (Chinese parsley)	385
P32291	reviewed	FAD3E_VIGRR	Omega-3 fatty acid desaturase, endoplasmic reticulum (EC 1.14.19.-) (Indole-3-acetic acid-induced protein ARG1)	ARG1	Vigna radiata var. radiata (Mung bean) (Phaseolus aureus)	380
P46253	reviewed	STAD_SOLTU	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Solanum tuberosum (Potato)	393
P48618	reviewed	FAD3C_BRANA	Omega-3 fatty acid desaturase, chloroplastic (EC 1.14.19.-)	FAD7	Brassica napus (Rape)	404
P48624	reviewed	FAD3E_BRANA	Acyl-lipid omega-3 desaturase (cytochrome b5), endoplasmic reticulum (EC 1.14.19.25) (Omega-3 fatty acid desaturase 3, endoplasmic reticulum)	FAD3 BnaC04g14820D GSBRNA2T00113350001	Brassica napus (Rape)	383
P48625	reviewed	FAD3E_SOYBN	Omega-3 fatty acid desaturase, endoplasmic reticulum (EC 1.14.19.-)	FAD3	Glycine max (Soybean) (Glycine hispida)	380
P48626	reviewed	FAD3E_TOBAC	Omega-3 fatty acid desaturase, endoplasmic reticulum (EC 1.14.19.-)	FAD3	Nicotiana tabacum (Common tobacco)	379
P48627	reviewed	FAD6C_BRANA	Omega-6 fatty acid desaturase, chloroplastic (EC 1.14.19.23)		Brassica napus (Rape)	443
P48628	reviewed	FAD6C_SOYBN	Omega-6 fatty acid desaturase, chloroplastic (EC 1.14.19.23)		Glycine max (Soybean) (Glycine hispida)	424
P48630	reviewed	FD6E1_SOYBN	Omega-6 fatty acid desaturase, endoplasmic reticulum isozyme 1 (EC 1.14.19.-)	FAD2-1	Glycine max (Soybean) (Glycine hispida)	387
P48631	reviewed	FD6E2_SOYBN	Omega-6 fatty acid desaturase, endoplasmic reticulum isozyme 2 (EC 1.14.19.-)	FAD2-2	Glycine max (Soybean) (Glycine hispida)	383
P50860	reviewed	ERG3_CANGA	Delta(7)-sterol 5(6)-desaturase (EC 1.14.19.20) (C-5 sterol desaturase) (Ergosterol Delta(5,6) desaturase) (Sterol-C5-desaturase)	ERG3 CAGL0F01793g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	364
P59668	reviewed	FAD12_MORIS	Delta(12) fatty acid desaturase (EC 1.14.19.6) (Delta-12 fatty acid desaturase)		Mortierella isabellina (Filamentous fungus) (Umbelopsis isabellina)	400
P9WNZ2	reviewed	DESA3_MYCTO	NADPH-dependent stearoyl-CoA 9-desaturase (EC 1.14.19.n4) (Delta(9)-stearoyl desaturase) (Stearoyl-CoA 9-desaturase (NADPH)) (Stearoyl-CoA Delta(9)-desaturase)	desA3 MT3326	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	427
P9WNZ6	reviewed	DESA1_MYCTO	Putative acyl-[acyl-carrier-protein] desaturase DesA1 (Putative acyl-ACP desaturase DesA1) (EC 1.14.19.-)	desA1 des MT0846	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	338
P9WPP6	reviewed	CP121_MYCTO	Mycocyclosin synthase (EC 1.14.19.70) (Cytochrome P450 121) (Cytochrome P450 MT2)	cyp121 MT2336	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	396
Q01753	reviewed	STAD_SIMCH	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Simmondsia chinensis (Jojoba) (Buxus chinensis)	398
Q01771	reviewed	STADS_BRANA	Stearoyl-[acyl-carrier-protein] 9-desaturase, seed specific, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Brassica napus (Rape)	399
Q06FD6	unreviewed	Q06FD6_AURPU	Acyl-CoA desaturase (EC 1.14.19.1)	Ole1	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	458
Q0CCX4	reviewed	GEDL_ASPTN	Sulochrin halogenase gedL (EC 1.14.19.-) (Flavin-dependent halogenase gedL) (Geodin synthesis protein L)	gedL ATEG_08460	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	548
Q0J7E4	reviewed	STAD6_ORYSJ	Acyl-[acyl-carrier-protein] desaturase 6, chloroplastic (EC 1.14.19.-)	Os08g0199400 LOC_Os08g09950 OSJNBb0094P23.29	Oryza sativa subsp. japonica (Rice)	419
Q12618	reviewed	ACO1_AJECA	Acyl-CoA desaturase (EC 1.14.19.1) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase) (Stearoyl-CoA desaturase)	OLE1	Ajellomyces capsulatus (Darling's disease fungus) (Histoplasma capsulatum)	476
Q33DX9	reviewed	C81Q2_SESRA	(+)-piperitol/(+)-sesamin synthase CYP81Q2 (EC 1.14.19.74) (Cytochrome P450 81Q2) (Piperitol synthase CYP81Q2) (Sesamin synthase CYP81Q2)	CYP81Q2	Sesamum radiatum (Black benniseed)	506
Q39355	unreviewed	Q39355_BRANA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	Bn4 DARMORV10_A05P03930.1	Brassica napus (Rape)	401
Q40731	reviewed	STAD5_ORYSJ	Stearoyl-[acyl-carrier-protein] 9-desaturase 5, chloroplastic (Stearoyl-ACP desaturase 5) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 5)	Os04g0379900 LOC_Os04g31070 OsJ_14516 OSJNBb0089B03.6	Oryza sativa subsp. japonica (Rice)	390
Q41319	reviewed	STAD_SOLCO	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Solanum commersonii (Commerson's wild potato) (Commerson's nightshade)	393
Q42770	reviewed	STAD_GOSHI	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	397
Q42807	reviewed	STAD_SOYBN	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)	ACPD	Glycine max (Soybean) (Glycine hispida)	411
Q43469	reviewed	SLD1_HELAN	Delta(8)-fatty-acid desaturase (EC 1.14.19.29) (Delta(8)-sphingolipid desaturase) (Sphingolipid 8-(E/Z)-desaturase)	sld1	Helianthus annuus (Common sunflower)	458
Q43593	reviewed	STAD_OLEEU	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Olea europaea (Common olive)	390
Q4U601	unreviewed	Q4U601_MEDTR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ACPD 11413449 MTR_5g024130	Medicago truncatula (Barrel medic) (Medicago tribuloides)	393
Q4WB51	reviewed	ERG3C_ASPFU	Delta(7)-sterol 5(6)-desaturase erg3C (EC 1.14.19.-) (C-5 sterol desaturase erg3C) (Ergosterol Delta(5,6) desaturase erg3C) (Ergosterol biosynthesis protein 3C) (Sterol-C5-desaturase erg3C)	erg3C AFUA_8G01070	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	320
Q4WK25	reviewed	ERG5_ASPFU	C-22 sterol desaturase erg5 (EC 1.14.19.41) (Cytochrome P450 monooxygenase erg5) (Ergosterol biosynthesis protein 5)	erg5 AFUA_1G03950	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	521
Q594P3	reviewed	DES3_SORBI	Fatty acid desaturase DES3 (SbDES3) (EC 1.14.19.13)	DES3 SOR1 Sb05g000390 SORBIDRAFT_05g000390	Sorghum bicolor (Sorghum) (Sorghum vulgare)	389
Q5AJX2	reviewed	DEGS_CANAL	Sphingolipid delta(4)-desaturase (EC 1.14.19.17) (Delta 4-(E)-sphingolipid desaturase) (Dihydroceramide desaturase)	DES1 CAALFM_C505480WA CaO19.11530 CaO19.4048	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	370
Q5AY99	unreviewed	Q5AY99_EMENI	Acyl-CoA desaturase (EC 1.14.19.1)	ANIA_06731	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	455
Q6CMK7	reviewed	SLD1_KLULA	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD KLLA0E19471g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	573
Q6DDK2	reviewed	FADS2_XENLA	Fatty acid desaturase 2 (EC 1.14.19.-) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase)	fads2	Xenopus laevis (African clawed frog)	446
Q6RS95	reviewed	FAD21_DIMSI	Acyl-lipid (9+3)-(E)-desaturase (EC 1.14.19.34) (Fatty acid desaturase 2-1) (DsFAD2-1) (Trans-delta(12) oleic acid desaturase)		Dimorphotheca sinuata (African daisy)	380
Q6SRZ5	unreviewed	Q6SRZ5_CARPA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)		Carica papaya (Papaya)	385
Q6Z1I5	reviewed	STAD7_ORYSJ	Acyl-[acyl-carrier-protein] desaturase 7, chloroplastic (EC 1.14.19.-)	Os08g0200100 LOC_Os08g10010 OsJ_26370 OSJNBb0094P23.43 P0556A11.14	Oryza sativa subsp. japonica (Rice)	404
Q754B9	reviewed	ERG3_ASHGO	Delta(7)-sterol 5(6)-desaturase (EC 1.14.19.20) (C-5 sterol desaturase) (Ergosterol Delta(5,6) desaturase) (Sterol-C5-desaturase)	ERG3 AFR151C	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)	351
Q76C19	unreviewed	Q76C19_LENED	Acyl-CoA desaturase (EC 1.14.19.1)	Le-FAD1 LENED_008396	Lentinula edodes (Shiitake mushroom) (Lentinus edodes)	471
Q7QHX1	unreviewed	Q7QHX1_ANOGA	cholesterol 7-desaturase (EC 1.14.19.21)	AgaP_AGAP001038	Anopheles gambiae (African malaria mosquito)	441
Q7SBB6	reviewed	ERG3_NEUCR	Probable Delta(7)-sterol 5(6)-desaturase (EC 1.14.19.20) (C-5 sterol desaturase) (Ergosterol Delta(5,6) desaturase) (Sterol-C5-desaturase)	NCU06207	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	344
Q80UG1	reviewed	FADS6_MOUSE	Fatty acid desaturase 6 (EC 1.14.19.-)	Fads6	Mus musculus (Mouse)	342
Q84MF1	reviewed	STAD4_ORYSJ	Acyl-[acyl-carrier-protein] desaturase 4, chloroplastic (EC 1.14.19.-)	Os03g0423300 LOC_Os03g30950 OsJ_11322 OSJNBa0032H19	Oryza sativa subsp. japonica (Rice)	418
Q84UC0	reviewed	FADX_TRIKI	Bifunctional fatty acid conjugase/Delta(12)-oleate desaturase (TkFAC) (Delta(12)-oleate desaturase) (EC 1.14.19.-) (Linoleoyl-lipid Delta(12) conjugase (11E,13Z-forming)) (EC 1.14.19.16)	FAC	Trichosanthes kirilowii (Chinese snake gourd) (Chinese cucumber)	387
Q84VT2	reviewed	FAD12_PUNGR	Delta(12)-acyl-lipid-desaturase (EC 1.14.19.-) (Delta(12)-oleate desaturase) (PgFAD2)	FAD12 FAD2	Punica granatum (Pomegranate)	387
Q8GZC3	reviewed	FAD2_VERFO	Delta(12)-fatty-acid desaturase FAD2 (EC 1.14.19.6)	FAD2	Vernicia fordii (Tung) (Aleurites fordii)	383
Q8J207	reviewed	ERG3_LEPMC	Delta(7)-sterol 5(6)-desaturase (EC 1.14.19.20) (C-5 sterol desaturase) (Ergosterol Delta(5,6) desaturase) (Sterol-C5-desaturase)	ERG3	Leptosphaeria maculans (Blackleg fungus) (Phoma lingam)	356
Q8LJJ9	reviewed	STAD1_ORYSJ	Stearoyl-[acyl-carrier-protein] 9-desaturase 1, chloroplastic (Stearoyl-ACP desaturase 1) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 1)	Os01g0880800 LOC_Os01g65830 P0018C10.55	Oryza sativa subsp. japonica (Rice)	381
Q8NJ57	reviewed	ERG3_CANDC	Delta(7)-sterol 5(6)-desaturase (EC 1.14.19.20) (C-5 sterol desaturase) (Ergosterol Delta(5,6) desaturase) (Sterol-C5-desaturase)	ERG3 CD36_04520	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast)	386
Q8NKG8	reviewed	SLD1_KLULC	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD	Kluyveromyces lactis (Yeast) (Candida sphaerica)	573
Q8NKG9	reviewed	SLD1_LACK1	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD	Lachancea kluyveri (strain ATCC 58438 / CBS 3082 / BCRC 21498 / NBRC 1685 / JCM 7257 / NCYC 543 / NRRL Y-12651) (Yeast) (Saccharomyces kluyveri)	568
Q92038	reviewed	ACOD_CYPCA	Acyl-CoA desaturase (EC 1.14.19.1) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase) (Stearoyl-CoA desaturase)		Cyprinus carpio (Common carp)	327
Q93HS4	reviewed	RTXC_BRAEL	Dihydrorhizobitoxine desaturase (EC 1.14.19.61)	rtxC BEL01nite_69950 FBF72_28720 JOH49_009324	Bradyrhizobium elkanii	352
Q95MI7	reviewed	SCD_CAPHI	Stearoyl-CoA desaturase (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase)	SCD	Capra hircus (Goat)	359
Q96456	reviewed	STAD_HELAN	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Helianthus annuus (Common sunflower)	396
Q9AT72	reviewed	FAD2_CALOF	Delta(12) fatty acid desaturase FAD2 (CoFad2) (EC 1.14.19.-)	FAD2	Calendula officinalis (Pot marigold)	383
Q9BH41	reviewed	FAD9_ACHDO	Acyl-CoA Delta-9 desaturase (AdD9Des) (EC 1.14.19.1) (Delta-9 desaturase 1) (Cricd9des1) (Delta-9 desaturase 3) (Cricd9des3)		Acheta domesticus (House cricket)	359
Q9FR82	reviewed	SLD1_BOROF	Delta(8)-fatty-acid desaturase (EC 1.14.19.29) (Delta(8)-sphingolipid desaturase) (Sphingolipid 8-(E/Z)-desaturase)	sld1	Borago officinalis (Bourrache) (Borage)	446
Q9FV68	reviewed	ICO5D_LIMDO	Icosanoyl-CoA 5-desaturase (EC 1.14.19.10) (Delta(5) acyl-CoA desaturase)		Limnanthes douglasii (Douglas' meadowfoam)	356
Q9LEM9	reviewed	DES6_CERPU	Acyl-lipid (9-3)-desaturase (EC 1.14.19.47) (Delta 6-fatty acid desaturase) (CpDES6)		Ceratodon purpureus (Fire moss) (Dicranum purpureum)	520
Q9LMI3	reviewed	ADSL5_ARATH	Delta-9 desaturase-like 5 protein (EC 1.14.19.-)	At1g06360 T2D23.6 T2D23_4	Arabidopsis thaliana (Mouse-ear cress)	299
Q9LMI4	reviewed	ADSL4_ARATH	Delta-9 desaturase-like 4 protein (EC 1.14.19.-)	At1g06350 T2D23.5 T2D23_16	Arabidopsis thaliana (Mouse-ear cress)	300
Q9LVZ3	reviewed	ADS32_ARATH	Probable lipid desaturase ADS3.2, chloroplastic (EC 1.14.19.-)	ADS3.2 At3g15870 MSJ11.26	Arabidopsis thaliana (Mouse-ear cress)	361
Q9M4N5	unreviewed	Q9M4N5_GOSHI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	sad1 LOC107914399	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	396
Q9M883	reviewed	SC5D2_ARATH	Putative Delta(7)-sterol-C5(6)-desaturase 2 (EC 1.14.19.20) (Delta(7)-sterol-C5-desaturase 2) (Delta-7-C-5 sterol desaturase 2) (Homolog of DWF7 protein)	HDF7 At3g02590 F16B3.22	Arabidopsis thaliana (Mouse-ear cress)	279
