Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q42569	reviewed	3beta,22alpha-dihydroxysteroid 3-dehydrogenase	3702	Arabidopsis thaliana	472	PF00067	206..449
Q42600	reviewed	Cytochrome P450 84A1	3702	Arabidopsis thaliana	520	PF00067	41..504
Q42602	reviewed	Cytochrome P450 89A2	3702	Arabidopsis thaliana	506	PF00067	32..495
Q42716	reviewed	Cytochrome P450 71A8	34256	Mentha piperita	502	PF00067	50..489
Q42797	reviewed	Trans-cinnamate 4-monooxygenase	3847	Glycine max	506	PF00067	34..497
Q42798	reviewed	3,9-dihydroxypterocarpan 6A-monooxygenase	3847	Glycine max	509	PF00067	30..498
Q42799	reviewed	Cytochrome P450 93A2	3847	Glycine max	502	PF00067	30..490
Q43033	reviewed	Trans-cinnamate 4-monooxygenase	4043	Petroselinum crispum	506	PF00067	35..496
Q43054	reviewed	Trans-cinnamate 4-monooxygenase	34292	Populus kitakamiensis	505	PF00067	34..496
Q43067	reviewed	Trans-cinnamate 4-monooxygenase	3888	Pisum sativum	505	PF00067	34..496
Q43068	reviewed	Cytochrome P450 82A1	3888	Pisum sativum	544	PF00067	41..515
Q43078	reviewed	Cytochrome P450 97B1, chloroplastic	3888	Pisum sativum	552	PF00067	110..544
Q43135	reviewed	Tyrosine N-monooxygenase	4558	Sorghum bicolor	558	PF00067	69..531
Q43147	reviewed	Cytochrome P450 85A1	4081	Solanum lycopersicum	464	PF00067	35..447
Q43240	reviewed	Trans-cinnamate 4-monooxygenase	34245	Zinnia violacea	505	PF00067	34..496
Q43246	reviewed	Cytochrome P450 88A1	4577	Zea mays	519	PF00067	73..490
Q43250	reviewed	3-hydroxyindolin-2-one monooxygenase	4577	Zea mays	535	PF00067	57..499
Q43255	reviewed	indolin-2-one monooxygenase	4577	Zea mays	536	PF00067	62..528
Q43257	reviewed	indole-2-monooxygenase	4577	Zea mays	538	PF00067	69..527
Q4G0S4	reviewed	Cytochrome P450 27C1	9606	Homo sapiens	542	PF00067	75..535
Q4H4C3	reviewed	Cytochrome P450 1A2	9543	Macaca fuscata fuscata	516	PF00067	42..493
Q4PJW3	reviewed	Lanosterol 14-alpha demethylase	9913	Bos taurus	502	PF00067	65..494
Q4R8S6	reviewed	Lanosterol 14-alpha demethylase	9541	Macaca fascicularis	509	PF00067	71..498
Q4V8D1	reviewed	Cytochrome P450 2U1	10116	Rattus norvegicus	530	PF00067	69..526
Q4WAW5	reviewed	Tryprostatin B 6-hydroxylase	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	559	PF00067	121..532
Q4WAW8	reviewed	Fumitremorgin C synthase	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	526	PF00067	40..479
Q4WAX0	reviewed	Fumitremorgin C monooxygenase	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	490	PF00067	148..474
Q4WAZ6	reviewed	Multifunctional cytochrome P450 monooxygenase af510	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	536	PF00067	36..502
Q4WB01	reviewed	Cytochrome P450 monooxygenase psoD	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	518	PF00067	34..458
Q4WED5	reviewed	Cytochrome P450 monooxygenase xanG	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	538	PF00067	77..522
Q4WK25	reviewed	C-22 sterol desaturase erg5	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	521	PF00067	67..497
Q4WMJ0	reviewed	Cytochrome P450 monooxygenase gliF	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	504	PF00067	194..485
Q4WNT5	reviewed	Sterol 14-alpha demethylase cyp51A	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	515	PF00067	41..485
Q4WPX2	reviewed	Psi-producing oxygenase A	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	1079	PF00067	933..1021
Q4WR17	reviewed	Cytochrome P450 monooxygenase helB1	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	580	PF00067	130..525
Q4WR18	reviewed	Cytochrome P450 monooxygenase helB2	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	507	PF00067	67..464
Q4WR20	reviewed	Cytochrome P450 monooxygenase helB3	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	507	PF00067	61..465
Q4WR22	reviewed	Cytochrome P450 monooxygenase helB4	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	504	PF00067	63..463
Q4WZ65	reviewed	Cytochrome P450 monooxygenase easM	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	519	PF00067	236..491
Q4WZ68	reviewed	Cytochrome P450 monooxygenase easK	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	338	PF00067	72..327
Q501D8	reviewed	Tryptophan N-monooxygenase 2	3702	Arabidopsis thaliana	543	PF00067	59..524
Q50EK0	reviewed	Cytochrome P450 716B2	3332	Picea sitchensis	497	PF00067	52..473
Q50EK1	reviewed	Cytochrome P450 716B1	3332	Picea sitchensis	493	PF00067	52..467
Q50EK3	reviewed	Cytochrome P450 704C1	3352	Pinus taeda	518	PF00067	38..494
Q50EK4	reviewed	Cytochrome P450 750A1	3352	Pinus taeda	525	PF00067	43..500
Q50EK5	reviewed	Cytochrome P450 720B2	3352	Pinus taeda	487	PF00067	45..467
Q50EK6	reviewed	Abietadienol/abietadienal oxidase	3352	Pinus taeda	481	PF00067	46..460
Q50LE0	reviewed	Cytochrome P450 85A3	4081	Solanum lycopersicum	467	PF00067	35..450
Q50LG1	reviewed	Cytochrome P450 monooxygenase AFT11-1	5599	Alternaria alternata	509	PF00067	41..464
Q50LH3	reviewed	(S)-stylopine synthase 1	3467	Eschscholzia californica	495	PF00067	40..483
Q50LH4	reviewed	Trifunctional (S)-stylopine synthase 2/(S)-nandinine synthase/(S)-canadine synthase	3467	Eschscholzia californica	495	PF00067	40..483
Q53215	reviewed	Probable cytochrome P450 127A1	394	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	414	PF00067	167..382
Q54823	reviewed	Anthracycline biosynthesis protein DnrQ	1950	Streptomyces peucetius	438	PF00067	311..371
Q54CS3	reviewed	Probable cytochrome P450 508C1	44689	Dictyostelium discoideum	495	PF00067	33..490
Q54D38	reviewed	Probable cytochrome P450 520A1	44689	Dictyostelium discoideum	536	PF00067	36..530
Q54DT2	reviewed	Probable cytochrome P450 516A1	44689	Dictyostelium discoideum	487	PF00067	32..483
Q54E98	reviewed	Putative cytochrome P450 520B1	44689	Dictyostelium discoideum	481	PF00067	14..475
Q54EM5	reviewed	Probable cytochrome P450 519D1	44689	Dictyostelium discoideum	566	PF00067	30..430,499..559
Q54F47	reviewed	Probable cytochrome P450 513C1	44689	Dictyostelium discoideum	495	PF00067	34..485
Q54FM9	reviewed	Probable cytochrome P450 514A1	44689	Dictyostelium discoideum	575	PF00067	37..496
Q54FP9	reviewed	Probable cytochrome P450 514A4	44689	Dictyostelium discoideum	502	PF00067	37..496
Q54KV0	reviewed	Probable cytochrome P450 513B1	44689	Dictyostelium discoideum	487	PF00067	34..476
Q54LA8	reviewed	Probable cytochrome P450 555A1	44689	Dictyostelium discoideum	484	PF00067	27..452
Q54LT7	reviewed	Probable cytochrome P450 519E1	44689	Dictyostelium discoideum	506	PF00067	31..501
Q54NY3	reviewed	Probable cytochrome P450 554A1	44689	Dictyostelium discoideum	502	PF00067	31..497
Q54PT3	reviewed	Probable cytochrome P450 556A1	44689	Dictyostelium discoideum	657	PF00067	64..404
Q54Q53	reviewed	Probable cytochrome P450 519B1	44689	Dictyostelium discoideum	509	PF00067	31..505
Q54QD0	reviewed	Probable cytochrome P450 517A4	44689	Dictyostelium discoideum	483	PF00067	31..478
Q54QD2	reviewed	Probable cytochrome P450 517A1	44689	Dictyostelium discoideum	483	PF00067	31..478
Q54SK0	reviewed	Probable cytochrome P450 508B1	44689	Dictyostelium discoideum	484	PF00067	31..479
Q54SN0	reviewed	Probable cytochrome P450 513E1	44689	Dictyostelium discoideum	504	PF00067	32..481
Q54SV9	reviewed	Probable cytochrome P450 515B1	44689	Dictyostelium discoideum	493	PF00067	29..488
Q54WB9	reviewed	Probable cytochrome P450 513D1	44689	Dictyostelium discoideum	519	PF00067	34..511
Q54ZM4	reviewed	Probable cytochrome P450 518A1	44689	Dictyostelium discoideum	494	PF00067	30..488
Q55080	reviewed	Cytochrome P450 119	330779	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	368	PF00067	221..350
Q554S4	reviewed	Probable cytochrome P450 519A1	44689	Dictyostelium discoideum	530	PF00067	33..415,465..511
Q556M4	reviewed	Probable cytochrome P450 508A2	44689	Dictyostelium discoideum	493	PF00067	31..488
Q556M5	reviewed	Probable cytochrome P450 508A1	44689	Dictyostelium discoideum	484	PF00067	33..473
Q55AJ4	reviewed	Probable cytochrome P450 516B1	44689	Dictyostelium discoideum	492	PF00067	25..486
Q55BU9	reviewed	Probable cytochrome P450 513A3	44689	Dictyostelium discoideum	492	PF00067	30..477
Q55EK2	reviewed	Probable cytochrome P450 524A1	44689	Dictyostelium discoideum	532	PF00067	92..495
Q56RZ1	reviewed	Cytochrome P450 monooxygenase ltmK	877507	Epichloe festucae (strain Fl1)	533	PF00067	219..505
Q56RZ5	reviewed	Cytochrome P450 monooxygenase ltmK	73839	Epichloe festucae var. lolii	533	PF00067	219..505
Q59203	reviewed	Cytochrome P450 BJ-1	224911	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	401	PF00067	31..370
Q59204	reviewed	Cytochrome P450 BJ-3	224911	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	429	PF00067	218..397
Q59205	reviewed	Cytochrome P450 BJ-4	224911	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	447	PF00067	21..408
Q59523	reviewed	Mycinamicin IV hydroxylase/epoxidase	28040	Micromonospora griseorubida	397	PF00067	39..139,178..366
Q59723	reviewed	Linalool 8-monooxygenase	303	Pseudomonas putida	406	PF00067	276..381
Q59831	reviewed	Cytochrome P450 105A3	44059	Streptomyces carbophilus	410	PF00067	230..377
Q59971	reviewed	Cytochrome P-450 monooxygenase DoxA	45212	Streptomyces sp. (strain C5)	422	PF00067	294..389
Q59990	reviewed	Putative cytochrome P450 120	1111708	Synechocystis sp. (strain PCC 6803 / Kazusa)	444	PF00067	14..424
Q5AR27	reviewed	Cytochrome P450 monooxygenase ausI	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	499	PF00067	227..469
Q5AR29	reviewed	Cytochrome P450 monooxygenase ausR	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	535	PF00067	165..520
Q5AR32	reviewed	Cytochrome P450 monooxygenase ausG	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	529	PF00067	244..519
Q5AR55	reviewed	Cytochrome P450 monooxygenase asqL	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	478	PF00067	64..442
Q5ATG9	reviewed	Cytochrome P450 monooxygenase apdE	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	519	PF00067	74..488
Q5ATH2	reviewed	Cytochrome P450 monooxygenase apdB	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	498	PF00067	119..486
Q5AUZ9	reviewed	Cytochrome P450 monooxygenase atnE	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	518	PF00067	42..492
Q5CCK1	reviewed	Cytochrome P450 90A4	39947	Oryza sativa subsp. japonica	501	PF00067	43..475
Q5CCK3	reviewed	Steroid (22S)-hydroxylase	39947	Oryza sativa subsp. japonica	506	PF00067	55..477
Q5E980	reviewed	Cytochrome P450 20A1	9913	Bos taurus	462	PF00067	43..446
Q5IZM4	reviewed	Sterol 14alpha-demethylase	350058	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1)	452	PF00067	19..444
Q5J1R4	reviewed	Nocardicin C N-oxygenase	96045	Nocardia uniformis subsp. tsuyamanensis	398	PF00067	170..368
Q5K0D9	reviewed	Cytochrome P450 monooxygenase abl2	40559	Botryotinia fuckeliana	527	PF00067	69..489
Q5KQH7	reviewed	Cytochrome P450 714D1	39947	Oryza sativa subsp. japonica	577	PF00067	107..534
Q5KQT6	reviewed	Cytochrome P450 1A2	9685	Felis catus	512	PF00067	38..487
Q5KQT7	reviewed	Cytochrome P450 1A1	9685	Felis catus	517	PF00067	45..498
Q5KTN1	reviewed	Cytochrome P450 monooxygenase alt3	48100	Alternaria solani	509	PF00067	55..500
Q5KTN2	reviewed	Cytochrome P450 monooxygenase alt2	48100	Alternaria solani	537	PF00067	82..498
Q5KTN3	reviewed	Cytochrome P450 monooxygenase alt1	48100	Alternaria solani	524	PF00067	139..450
Q5MNI1	reviewed	Cytochrome P450 monooxygenase lolP1	5050	Epichloe uncinata	496	PF00067	46..478
Q5QQX7	reviewed	Aromatase	9615	Canis lupus familiaris	503	PF00067	48..483
Q5RBQ1	reviewed	Cytochrome P450 1A2	9601	Pongo abelii	516	PF00067	42..493
Q5RCN6	reviewed	Cytochrome P450 4V2	9601	Pongo abelii	525	PF00067	52..513
Q5RE72	reviewed	Lanosterol 14-alpha demethylase	9601	Pongo abelii	509	PF00067	71..498
Q5TCH4	reviewed	Cytochrome P450 4A22	9606	Homo sapiens	519	PF00067	52..502
Q5UQ90	reviewed	Cytochrome P450-like protein L532	212035	Acanthamoeba polyphaga mimivirus	468	PF00067	67..448
Q5UQI3	reviewed	Probable lanosterol 14-alpha demethylase	212035	Acanthamoeba polyphaga mimivirus	709	PF00067	43..461
Q5VRI5	reviewed	Cytochrome P450 93G2	39947	Oryza sativa subsp. japonica	518	PF00067	40..499
Q5VRM7	reviewed	Ent-kaurenoic acid oxidase	39947	Oryza sativa subsp. japonica	506	PF00067	56..475
Q5W6F1	reviewed	Trans-cinnamate 4-monooxygenase	39947	Oryza sativa subsp. japonica	500	PF00067	34..487
Q5Z5R4	reviewed	Ent-kaurene oxidase 2	39947	Oryza sativa subsp. japonica	505	PF00067	41..483
Q5Z5R7	reviewed	Ent-kaurene oxidase-like 3	39947	Oryza sativa subsp. japonica	504	PF00067	40..482
Q5Z5S6	reviewed	Ent-kaurene oxidase-like 5	39947	Oryza sativa subsp. japonica	503	PF00067	38..492
Q60991	reviewed	Cytochrome P450 7B1	10090	Mus musculus	507	PF00067	48..479
Q62969	reviewed	Prostacyclin synthase	10116	Rattus norvegicus	501	PF00067	276..489
Q63688	reviewed	25-hydroxycholesterol 7-alpha-hydroxylase	10116	Rattus norvegicus	414	PF00067	62..386
Q64148	reviewed	Lithocholate 6-beta-hydroxylase	10036	Mesocricetus auratus	503	PF00067	39..492
Q64391	reviewed	Cytochrome P450 1A2	10141	Cavia porcellus	515	PF00067	42..503
Q64403	reviewed	Cytochrome P450 2D16	10141	Cavia porcellus	500	PF00067	37..496
Q64406	reviewed	Cytochrome P450 3A15	10141	Cavia porcellus	503	PF00067	39..493
Q64408	reviewed	Cytochrome P450 11B1, mitochondrial	10141	Cavia porcellus	500	PF00067	56..492
Q64409	reviewed	Cytochrome P450 3A17	10141	Cavia porcellus	503	PF00067	39..493
Q64410	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	10141	Cavia porcellus	508	PF00067	28..492
Q64417	reviewed	Cytochrome P450 3A14	10141	Cavia porcellus	503	PF00067	39..493
Q64429	reviewed	Cytochrome P450 1B1	10090	Mus musculus	543	PF00067	51..518
Q64441	reviewed	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial	10090	Mus musculus	514	PF00067	59..505
Q64458	reviewed	Cytochrome P450 2C29	10090	Mus musculus	490	PF00067	30..487
Q64459	reviewed	Cytochrome P450 3A11	10090	Mus musculus	504	PF00067	39..494
Q64462	reviewed	Cytochrome P450 4B1	10090	Mus musculus	511	PF00067	47..497
Q64464	reviewed	Cytochrome P450 3A13	10090	Mus musculus	503	PF00067	39..493
Q64481	reviewed	Cytochrome P450 3A16	10090	Mus musculus	504	PF00067	39..493
Q64505	reviewed	Cytochrome P450 7A1	10090	Mus musculus	503	PF00067	38..495
Q64562	reviewed	Steroid 21-hydroxylase	10116	Rattus norvegicus	493	PF00067	36..474
Q64581	reviewed	Cytochrome P450 3A18	10116	Rattus norvegicus	497	PF00067	39..492
Q64583	reviewed	Cytochrome P450 2B15	10116	Rattus norvegicus	495	PF00067	32..489
Q64654	reviewed	Lanosterol 14-alpha demethylase	10116	Rattus norvegicus	503	PF00067	66..480
Q64658	reviewed	Cytochrome P450 11B2, mitochondrial	10036	Mesocricetus auratus	500	PF00067	42..490
Q64678	reviewed	Cytochrome P450 1B1	10116	Rattus norvegicus	543	PF00067	51..519
Q64680	reviewed	Cytochrome P450 2D4	10116	Rattus norvegicus	500	PF00067	37..496
Q69F95	reviewed	Cytochrome P450 85A	3885	Phaseolus vulgaris	466	PF00067	35..450
Q69FB6	reviewed	Aromatase	90246	Lagenorhynchus acutus	503	PF00067	49..483
Q69X58	reviewed	Ent-cassadiene C11-alpha-hydroxylase 1	39947	Oryza sativa subsp. japonica	500	PF00067	35..476
Q69XM6	reviewed	Cytochrome P450 734A4	39947	Oryza sativa subsp. japonica	538	PF00067	83..507
Q6A152	reviewed	Cytochrome P450 4X1	10090	Mus musculus	507	PF00067	47..499
Q6CSN2	reviewed	Cytochrome P450 monooxygenase PUL2	284590	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	511	PF00067	79..508
Q6EIG3	reviewed	Cytochrome P450 26B1	7955	Danio rerio	511	PF00067	72..457
Q6F4F5	reviewed	Cytochrome P450 724B1	39947	Oryza sativa subsp. japonica	480	PF00067	36..460
Q6F5E2	reviewed	Cytochrome P450 monooxygenase 2	1979465	Neocamarosporium betae	541	PF00067	72..506
Q6F5E4	reviewed	Cytochrome P450 monooxygenase 1	1979465	Neocamarosporium betae	486	PF00067	54..460
Q6GUQ4	reviewed	Cytochrome P450 2E1	9544	Macaca mulatta	493	PF00067	33..489
Q6GUR1	reviewed	Cytochrome P450 1A1	9544	Macaca mulatta	512	PF00067	40..492
Q6H9H9	reviewed	Cytochrome P450 monooxygenase aba1	40559	Botryotinia fuckeliana	509	PF00067	48..487
Q6IV13	reviewed	Cytochrome P450 71D95	29719	Mentha spicata	496	PF00067	35..479
Q6J540	reviewed	Isoleucine N-monooxygenase 2	34305	Lotus japonicus	536	PF00067	46..510
Q6J541	reviewed	Isoleucine N-monooxygenase 1	34305	Lotus japonicus	535	PF00067	46..510
Q6JD68	reviewed	Taxoid 2-alpha-hydroxylase	88032	Taxus canadensis	495	PF00067	49..466
Q6JTJ0	reviewed	Taxoid 7-beta-hydroxylase	99806	Taxus cuspidata	500	PF00067	54..471
Q6JZS3	reviewed	Cytochrome P450 1A1	8090	Oryzias latipes	521	PF00067	46..508
Q6N8N2	reviewed	Cytochrome p450 CYP199A2	258594	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	412	PF00067	235..378
Q6NKZ8	reviewed	Cytochrome P450 714A2	3702	Arabidopsis thaliana	525	PF00067	85..514
Q6NT55	reviewed	Ultra-long-chain fatty acid omega-hydroxylase	9606	Homo sapiens	531	PF00067	60..519
Q6P7D4	reviewed	Cytochrome P450 20A1	10116	Rattus norvegicus	462	PF00067	43..445
Q6Q879	reviewed	Cytochrome P450 monooxygenase sirE	5022	Leptosphaeria maculans	411	PF00067	15..287,339..384
Q6Q881	reviewed	Cytochrome P450 monooxygenase sirC	5022	Leptosphaeria maculans	470	PF00067	79..397,401..438
Q6Q884	reviewed	Cytochrome P450 monooxygenase sirB	5022	Leptosphaeria maculans	522	PF00067	180..514
Q6QHT9	reviewed	Aromatase	7937	Anguilla japonica	511	PF00067	62..488
Q6QNI4	reviewed	Psoralen synthase	48026	Ammi majus	494	PF00067	38..484
Q6R7M4	reviewed	Methyl farnesoate epoxidase	6984	Diploptera punctata	493	PF00067	24..488
Q6RET3	reviewed	Psi-producing oxygenase A	162425	Emericella nidulans	1081	PF00067	925..1020
Q6TBX7	reviewed	Carotene epsilon-monooxygenase, chloroplastic	3702	Arabidopsis thaliana	539	PF00067	102..522
Q6UEF4	reviewed	Cytochrome P450 monooxygenase aflV	1403190	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	508	PF00067	69..474
Q6UEG2	reviewed	Cytochrome P450 monooxygenase aflN	1403190	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	492	PF00067	24..453
Q6UEH4	reviewed	Cytochrome P450 monooxygenase aflU	1403190	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	498	PF00067	56..485
Q6UW02	reviewed	Cytochrome P450 20A1	9606	Homo sapiens	462	PF00067	43..446
Q6V0L0	reviewed	Cytochrome P450 26C1	9606	Homo sapiens	522	PF00067	50..484
Q6VVW9	reviewed	Vitamin D 25-hydroxylase	10090	Mus musculus	501	PF00067	40..497
Q6VVX0	reviewed	Vitamin D 25-hydroxylase	9606	Homo sapiens	501	PF00067	40..497
Q6WG30	reviewed	Taxadiene 5-alpha hydroxylase	99806	Taxus cuspidata	499	PF00067	53..489
Q6WKY9	reviewed	Cytochrome P450 71D95	241069	Mentha gracilis	497	PF00067	35..479
Q6WKZ0	reviewed	Cytochrome P450 71D94	241069	Mentha gracilis	494	PF00067	35..465
Q6WKZ1	reviewed	Cytochrome P450 71D18	241069	Mentha gracilis	496	PF00067	35..484
Q6WNQ8	reviewed	Cytochrome P450 81E8	3880	Medicago truncatula	499	PF00067	33..475
Q6WNQ9	reviewed	Isoflavone 3'-hydroxylase	3880	Medicago truncatula	501	PF00067	31..482
Q6WNR0	reviewed	Isoflavone 2'-hydroxylase	3880	Medicago truncatula	498	PF00067	33..479
Q6WP49	reviewed	Cytochrome P450 monooxygenase BOT1	40559	Botryotinia fuckeliana	510	PF00067	69..487
Q6WP51	reviewed	Cytochrome P450 monooxygenase BOT3	40559	Botryotinia fuckeliana	567	PF00067	121..527
Q6XQ14	reviewed	2-methylbutanal oxime monooxygenase	3983	Manihot esculenta	511	PF00067	44..487
Q6XVG2	reviewed	Cytochrome P450 2C54	10090	Mus musculus	490	PF00067	30..487
Q6YI21	reviewed	Aromatase	9925	Capra hircus	503	PF00067	50..483
Q6YTF1	reviewed	Oryzalexin D synthase	39947	Oryza sativa subsp. japonica	500	PF00067	35..471
Q6YTF5	reviewed	Cytochrome P450 76M5	39947	Oryza sativa subsp. japonica	501	PF00067	41..478
Q6YV88	reviewed	Ent-cassadiene hydroxylase	39947	Oryza sativa subsp. japonica	518	PF00067	34..494
Q6Z5I7	reviewed	Oryzalexin E synthase	39947	Oryza sativa subsp. japonica	512	PF00067	40..495
Q6Z6D6	reviewed	Cytochrome P450 734A2	39947	Oryza sativa subsp. japonica	557	PF00067	99..522
Q6Z6K9	reviewed	Allene oxide synthase 4	39947	Oryza sativa subsp. japonica	510	PF00067	321..475
Q6Z6L1	reviewed	Allene oxide synthase 3	39947	Oryza sativa subsp. japonica	500	PF00067	319..474
Q6ZDE3	reviewed	Abscisic acid 8'-hydroxylase 2	39947	Oryza sativa subsp. japonica	510	PF00067	52..470
Q6ZSU1	reviewed	Putative inactive cytochrome P450 2G1	9606	Homo sapiens	146	PF00067	1..143
Q6ZWL3	reviewed	Cytochrome P450 4V2	9606	Homo sapiens	525	PF00067	52..513
Q701P2	reviewed	Ent-kaurene oxidase	948311	Gibberella intermedia	525	PF00067	91..514
Q759W0	reviewed	Lanosterol 14-alpha demethylase	284811	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056)	529	PF00067	57..516
Q7EZR4	reviewed	Cytochrome P450 703A2	39947	Oryza sativa subsp. japonica	525	PF00067	31..503
Q7G602	reviewed	Flavonoid 3'-monooxygenase CYP75B3	39947	Oryza sativa subsp. japonica	526	PF00067	42..502
Q7KR10	reviewed	Probable cytochrome P450 12d1 distal, mitochondrial	7227	Drosophila melanogaster	521	PF00067	65..506
Q7KWN2	reviewed	Probable cytochrome P450 525A1	44689	Dictyostelium discoideum	601	PF00067	258..594
Q7X7X4	reviewed	Cytochrome P450 99A2	39947	Oryza sativa subsp. japonica	532	PF00067	60..508
Q7XHW5	reviewed	Cytochrome P450 714B1	39947	Oryza sativa subsp. japonica	534	PF00067	86..500
Q7XU38	reviewed	Cytochrome P450 87A3	39947	Oryza sativa subsp. japonica	514	PF00067	72..495
Q7XYS3	reviewed	Allene oxide synthase 2	39947	Oryza sativa subsp. japonica	478	PF00067	301..451
Q7Y0C8	reviewed	Allene oxide synthase 1, chloroplastic	39947	Oryza sativa subsp. japonica	512	PF00067	339..442
Q7Y1V5	reviewed	Cytochrome P450 78A11	39947	Oryza sativa subsp. japonica	555	PF00067	76..533
Q7YRB2	reviewed	5-beta-cholestane-3-alpha,7-alpha-diol 12-alpha-hydroxylase	9823	Sus scrofa	501	PF00067	37..492
Q7Z1V1	reviewed	Sterol 14-alpha demethylase	353153	Trypanosoma cruzi (strain CL Brener)	481	PF00067	35..464
Q7Z449	reviewed	Cytochrome P450 2U1	9606	Homo sapiens	544	PF00067	105..540
Q811W2	reviewed	Cytochrome P450 26B1	10090	Mus musculus	512	PF00067	73..466
Q81BF4	reviewed	Bifunctional cytochrome P450/NADPH--P450 reductase	226900	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	1065	PF00067	16..447
Q825I8	reviewed	Pentalenic acid synthase	227882	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	402	PF00067	180..371
Q82IY3	reviewed	Pentalenene oxygenase	227882	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	449	PF00067	12..427
Q83WF5	reviewed	Mycinamicin VIII C21 methyl hydroxylase	28040	Micromonospora griseorubida	388	PF00067	210..357
Q84HB6	reviewed	2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase	1897	Streptomyces carzinostaticus	410	PF00067	274..371
Q84KI1	reviewed	Taxoid 14-beta-hydroxylase	99806	Taxus cuspidata	509	PF00067	51..485
Q86A22	reviewed	Probable cytochrome P450 515A1	44689	Dictyostelium discoideum	494	PF00067	41..474
Q86W10	reviewed	Cytochrome P450 4Z1	9606	Homo sapiens	505	PF00067	48..498
